neutral_mass	formula	name
156.017108	C5H3N2O4	Orotate C5H3N2O4
1663.589696	C68H95CoN21O21P2	Adenosine-GDP-cobinamide
117.057849	C8H7N	Indole
238.035476	C6H9N2O6P	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
190.095358	C7H14N2O4	"Meso-2,6-Diaminoheptanedioate"
833.274858	C31H51N3O19P2	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine
334.056606	C11H14N2O8P	NMN C11H14N2O8P
265.112308	C12H17N4OS	Thiamin
445.170983	C19H21N7O6	"5,6,7,8-Tetrahydrofolate"
368.025701	C10H10N2O11P	Orotidine 5'-phosphate
613.264828	C25H46FeN6O8	Generic ferrioxamine-Fe-III
111.043262	C4H5N3O	Cytosine
73.052764	C3H8NO	Aminoacetone
92.047345	C3H8O3	Glycerol
132.053493	C4H8N2O3	L-Asparagine
339.04677	C9H11N3O9P	5-phosphoribosyl-5-carboxyaminoimidazole
255.096755	C9H13N5O4	Dihydroneopterin
248.056211	C8H12N2O5P	Pyridoxamine 5'-phosphate
228.20893	C14H27O2	Tetradecanoate (n-C14:0)
221.089939	C8H15NO6	N-Acetyl-D-glucosamine
165.045966	C5H11NO3S	L-Methionine Sulfoxide
120.057515	C8H8O	Phenylacetaldehyde
6608.739638	C272H447N14O160P4	(enterobacterial common antigen)x4 core oligosaccharide lipid A
837.157084	C25H38N7O17P3S	Butanoyl-CoA
75.068414	C3H9NO	Trimethylamine N-oxide
791.264293	C29H50N3O18P2	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine
977.313584	C35H58N7O17P3S	Tetradecanoyl-CoA (n-C14:0CoA)
580.034294	C15H19N2O18P2	UDP-D-glucuronate
1682.678193	C68H102N12O37	"Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)"
422.082548	C12H21O14P	Maltose 6'-phosphate
354.180743	C15H30O7P1	2-dodecanoyl-sn-glycerol 3-phosphate
850.344379	C34H52N6O19	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide
451.269892	C21H42NO7P1	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)
3825.733535	C163H281N2O89P4	Glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A
153.078979	C8H12NO2	Dopamine
74.03678	C3H5O2	Propionate (n-C3:0)
88.016045	C3H3O3	Malonate semialdehyde
185.008927	C3H6NO6P	O-Phospho-L-serine
293.970103	C10H10NO6Fe	"Ferric 2,3-dihydroxybenzoylserine"
821.302003	C35H52N6O13Fe	Coprogen
408.227693	C19H35O7P1	1-hexadec-9-enoyl-sn-glycerol 3-phosphate
897.451698	C40H71N3O15P2	"CDP-1,2-ditetradecanoylglycerol"
743.546507	C41H78N1O8P1	"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)"
481.989272	C10H13N2O14P3	DTTP C10H13N2O14P3
691.515207	C37H74N1O8P1	"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)"
722.509788	C38H74O10P1	"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)"
484.280123	C22H44O9P1	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)
536.347808	C27H51O8P1	"1,2-didodecanoyl-sn-glycerol 3-phosphate"
267.096755	C10H13N5O4	Adenosine
991.292849	C35H56N7O18P3S	3-Oxotetradecanoyl-CoA
280.143963	C12H24O5P1	Dodecanoly-phosphate (n-C12:0)
1021.339799	C37H62N7O18P3S	(S)-3-Hydroxyhexadecanoyl-CoA
722.444031	C40H65O7P2	All-trans-Octaprenyl diphosphate
336.206563	C16H32O5P	Hexadecanoyl-phosphate (n-C16:0)
148.05243	C9H7O2	Trans-Cinnamate
863.172734	C27H40N7O17P3S	Trans-Hex-2-enoyl-CoA
607.081578	C17H25N3O17P2	UDP-N-acetyl-D-mannosamine
352.055938	C12H15O10P	Arbutin 6-phosphate
211.07054	C7H8N5O3	"6-carboxy-5,6,7,8-tetrahydropterin"
384.121591	C14H20N6O5S	S-Adenosyl-L-homocysteine
433.941999		Fe(III)dicitrate
257.112405	C9H15N5O4	Tetrahydromonapterin
90.031695	C3H5O3	D-Lactate
188.03209	C7H5O6	Cis-2-Methylaconitate
331.068173	C10H12N5O6P	DAMP C10H12N5O6P
4435.857127	C191H310N4O107P2	(O16 antigen)x4 undecaprenyl diphosphate
188.03209	C7H6O6	E-3-carboxy-2-pentenedioate 6-methyl ester
287.055877	C11H12NO6P	C'-(3-Indolyl)-glycerol 3-phosphate
290.111403	C11H16N2O7	"N-Succinyl-LL-2,6-diaminoheptanedioate"
466.989606	C9H12N3O13P3	DCTP C9H12N3O13P3
268.079435	C9H15O9	2(alpha-D-Mannosyl)-D-glycerate
226.04774	C10H8O6	Isochorismate
1352.972231	C73H140O17P2	"Cardiolipin (tetrahexadecanoyl, n-C16:0)"
1457.034831	C81H148O17P2	"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)"
206.043524	C8H14O2S2	Lipoate
272.089605	C12H16O7	Arbutin C12H16O7
660.315916	C36H40N4O8	Coproporphyrinogen III
306.159613	C14H26O5P	Tetradecanoyl-phosphate (n-C14:1)
363.058003	C10H13N5O8P	Cyclic pyranopterin monophosphate
921.381493	C37H57N7O20	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide
879.167649	C27H40N7O18P3S	3-Oxohexanoyl-CoA
3987.78636	C169H291N2O94P4	Glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A
543.174064	C27H29NO11	Doxorubicin
166.04774	C5H9O6	D-Xylonate
105.042594	C3H7NO3	D-Serine
901.151999	C29H37N7P3S1O18	"2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA"
213.987858	C4H4O8P	2-Oxo-3-hydroxy-4-phosphobutanoate
644.441708	C35H63O8P1	"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate"
230.019158	C5H9O8P	D-Ribulose 5-phosphate
134.05791	C5H9O4	"(R)-2,3-Dihydroxy-3-methylbutanoate"
194.042655	C6H9O7	D-Galacturonate
150.052825	C5H10O5	L-Arabinose
746.413521	C34H65O13P2	"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)"
798.444821	C38H69O13P2	"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)"
791.567637	C42H81N1O10P1	"Phosphatidylserine (dioctadecanoyl, n-C18:0)"
74.03678	C3H6O2	L-Lactaldehyde
1051.267209	C35H51N7O26P2	"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate"
195.075625	C7H9N5O2	6-hydroxymethyl dihydropterin
823.141434	C24H36N7O17P3S	Propanoyl-CoA
631.421307	C33H62N1O8P1	"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)"
746.509788	C40H74O10P1	"Cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)"
740.230235	C27H42FeN9O12	Ferrichrome
1238.575925	C58H84CoN16O11	Adenosyl cobinamide
131.094629	C6H13NO2	L-Isoleucine
102.031695	C4H5O3	Acetoacetate
301.056272	C8H14NO9P	N-Acetyl-D-mannosamine 6-phosphate
76.05243	C3H8O2	"1,3-Propanediol"
136.038511	C5H4N4O	Hypoxanthine
349.056272	C12H13NO9P	N-(5-Phospho-D-ribosyl)anthranilate
164.047345	C9H7O3	3-hydroxycinnamic acid
268.080771	C10H12N4O5	Inosine
113.944539	O3S2	Thiosulfate
345.047438	C10H11N5O7P	"2',3'-Cyclic GMP"
348.045768	C9H14O12P	2(alpha-D-Mannosyl-6-phosphate)-D-glycerate
75.032029	C2H5NO2	Glycine
89.011294	C2H2NO3	Oxamate
187.120844	C9H17NO3	8-Amino-7-oxononanoate
410.243343	C19H38O7P1	2-hexadecanoyl-sn-glycerol 3-phosphate
249.040227	C8H10NO6P	Pyridoxine 5'-phosphate
4179.84975	C176H303N2O100P4	Core oligosaccharide lipid A
192.027005	C6H7O7	"2,3-Dioxo-L-gulonate"
484.280123	C22H44O9P1	1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)
168.04226	C8H7O4	3-4-Dihydroxyphenylacetate
512.444075	C31H60O5	"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)"
909.141829	C27H37N7O20P3S	3-Oxoadipyl-CoA
2360.344541	C112H202N3O42P3	Phosphoethanolamine KDO(2)-lipid (A)
784.97879	C20H22N10O12P2S2Cu	Adenylated molybdopterin
506.986238	C10H11N5O13P2S	3'-Phosphoadenylyl sulfate
483.968537	C9H11N2O15P3	UTP C9H11N2O15P3
158.032758	C5H5N2O4	(S)-Dihydroorotate
163.066701	C6H14NO2S	S-Methyl-L-methionine
130.062995	C6H9O3	4-Methyl-2-oxopentanoate
216.039893	C5H11O7P	2-C-methyl-D-erythritol 4-phosphate
666.447188	C34H66O10P1	"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)"
188.152478	C9H21N2O2	"7,8-Diaminononanoate"
605.077161	C16H23N5O16P2	GDP-D-mannose
104.01096	C3H3O4	2-Hydroxy-3-oxopropanoate
104.01096	C3H3O4	Hydroxypyruvate
792.551653	C42H80O11P	Acyl phosphatidylglycerol (n-C12:0)
960.739453	C54H104O11P	Acyl phosphatidylglycerol (n-C16:0)
251.10184	C10H13N5O3	Deoxyadenosine
462.125081	C14H26N2O13P	N-monoacetylchitobiose 6'-phosphate
339.996056	C6H10O12P2	"D-Fructose 1,6-bisphosphate"
72.02113	C3H4O2	Methylglyoxal
443.024336	C10H12N5O11P2	GDP C10H12N5O11P2
1919.050438	C95H152N8O28P2	"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala"
136.05243	C8H8O2	4-Hydroxyphenylacetaldehyde
161.105194	C7H15NO3	L-Carnitine
1009.576898	C48H87N3O15P2	"CDP-1,2-dioctadecanoylglycerol"
679.442437	C34H65N1O10P1	"Phosphatidylserine (ditetradecanoyl, n-C14:0)"
568.506675	C35H68O5	"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)"
1589.988536	C40H44N20O27P4S4Mo	Bis-molybdopterin guanine dinucleotide
854.507421	C42H77O13P2	"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)"
212.008593	C5H7O7P	"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione"
218.090273	C8H13N2O5	L-alanine-D-glutamate
690.094876	C20H22N10O14P2	Cyclic diguanosine monophosphate
491.000839	C10H12N5O12P3	DATP C10H12N5O12P3
408.287575	C24H39O5	Cholate c
881.183299	C27H42N7O18P3S	(S)-3-Hydroxyhexanoyl-CoA
917.146914	C29H38N7O19P3S	"3,4-dihydroxyphenylacetyl-CoA"
177.943231	HO7P2	Diphosphate
743.075462	C21H25N7O17P3	Nicotinamide adenine dinucleotide phosphate
148.037175	C5H6O5	(S)-2-Hydroxyglutarate
147.053159	C5H8NO4	L-Glutamate
174.100443	C7H14N2O3	N2-Acetyl-L-ornithine
308.158353	C12H25N2O7	Fructoselysine
131.058244	C5H9NO3	L-Glutamate 5-semialdehyde
146.05791	C6H9O4	2-Dehydropantoate
226.19328	C14H25O2	Tetradecenoate (n-C14:1)
190.04774	C7H9O6	3-Dehydroquinate
221.056545	C6H11N3O4P	L-Histidinol phosphate
851.136349	C25H36N7O18P3S	Acetoacetyl-CoA
453.285542	C21H44NO7P1	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)
97.967382	O4S	Sulfate
838.37566	C49H56FeN4O5	Heme O C49H56FeN4O5
132.089878	C5H13N2O2	Ornithine
1844.970579	C84H148N2O37P2	KDO(2)-lipid IV(A)
753.089672	C22H28N9O13P3S	Adenosine thiamine triphosphate
262.045373	C6H13O9P	Galactitol 1-phosphate
1047.355449	C39H64N7O18P3S	3-Oxooctadecanoyl-CoA
638.542665	C46H70O	2-Octaprenylphenol
543.11016	C17H24N3O15P	CMP-3-deoxy-D-manno-octulosonate
879.182416	C28H39N5O23P2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
687.154787	C30H28N3O16	2-3-dihydroxybenzoylserine trimer
314.112739	C14H13N6O3	Dihydropteroate
318.062072	C9H17O10S	1-(?-D-sulfoquinovosyl)glycerol
290.040288	C7H13O10P	D-Glycero-D-manno-heptose 7-phosphate
785.157142	C27H31N9O15P2	Flavin adenine dinucleotide oxidized
1031.360534	C39H64N7O17P3S	Trans-Octadec-2-enoyl-CoA
180.06339	C6H11O6	L-rhamnonate
140.982712	CH2NO5P	Carbamoyl phosphate
130.121846	C5H16N4	Agmatine
116.047345	C5H7O3	3-Methyl-2-oxobutanoate
219.074289	C8H12NO6	O-Succinyl-L-homoserine
3501.627885	C151H261N2O79P4	Glucosyl-inner core oligosaccharide lipid A
2475.565674	C126H226N2O40P2	Hepta-acylated KDO(2)-lipid (A)
138.035067	C4H9O3S	Butanesulfonate
919.235334	C31H48N7O17P3S	Trans-Dec-2-enoyl-CoA
659.861388	C6H6O24P6	Myo-Inositol hexakisphosphate
222.073955	C8H14O7	6-Acetyl-D-glucose
2748.299247	C127H198N9O52P2	(enterobacterial common antigen)x3 undecaprenyl-diphosphate
397.222942	C17H36NO7P1	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)
1275.769115	C69H113N1O16P2	Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate
89.99531	C2O4	Oxalate
1842.762986	C74H114N14O40	"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)"
202.131743	C9H19N2O3	N-?-acetyl lysine methyl ester
176.068475	C7H10O5	3-Carboxy-3-hydroxy-4-methylpentanoate
954.692503	C54H98O11P	Acyl phosphatidylglycerol (n-C16:1)
150.01644	C4H4O6	D-tartrate
137.047679	C7H6NO2	Anthranilate
427.029421	C10H11N5O10P2	"Adenosine 3',5'-bisphosphate"
774.541088	C42H78O10P1	"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)"
148.037175	C5H6O5	(R)-2-Hydroxyglutarate
372.15729	C21H24O6	Tetrahydrocurcumin
194.069143	C9H10N2O3	Phenylureidoacetic acid
683.135344	C21H29N7O15P2	(R)-NADHX
714.55871	C48H74O4	"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol"
836.275236	C40H36N4O16	Uroporphyrinogen III
909.214599	C29H46N7O18P3S	(S)-3-Hydroxyoctanoyl-CoA
349.056272	C12H13NO9P	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
1715.971064	C87H139N7O23P2	"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine"
192.027005	C6H6O7	5-Dehydro-4-deoxy-D-glucarate
184.07356	C9H11O4	"Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol"
192.027005	C6H7O7	"2,5-diketo-D-gluconate"
619.092811	C17H25N5O16P2	ADP-D-glycero-D-manno-heptose
143.040486	C6H9NOS	4-Methyl-5-(2-hydroxyethyl)-thiazole
702.53758	C50H70O2	2-Demethylmenaquinone 8
225.063724	C10H10NO5	4-amino-4-deoxychorismate
456.104619	C17H19N4O9P	FMN C17H19N4O9P
150.052825	C5H10O5	D-Xylose
180.06339	C6H12O6	Myo-Inositol
589.107398	C18H27N3O15P2	"DTDP-4-acetamido-4,6-dideoxy-D-galactose"
990.327515	C36H62O31	Maltohexaose
828.27469	C30H52O26	Maltopentaose
174.01644	C6H3O6	Trans-Aconitate
363.058003	C10H12N5O8P	Guanosine 3  phosphate C10H12N5O8P
894.214933	C28H46N8O17P3S	Gamma-butyrobetainyl-CoA
200.17763	C12H23O2	Dodecanoate (n-C12:0)
535.060448	C14H22N3O15P2	Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose
4418.079415	C192H333N2O101P4	Hepta-acylated core oligosaccharide lipid A (E. coli)
434.231141	C17H36N6O5S	Glutathionylspermidine
1803.938155	C89H145N1O32P2	O16 antigen undecaprenyl diphosphate
4310.907994	C181H314N3O103P4	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A
731.473737	C38H69N1O10P1	"Phosphatidylserine (dihexadec-9-enoyl, n-C16:1)"
623.379837	C30H57N1O10P1	"Phosphatidylserine (didodecanoyl, n-C12:0)"
617.139355	C22H33FeN4O13	Aerobactin
564.475375	C35H64O5	"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)"
456.381475	C27H52O5	"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)"
456.248823	C20H40O9P1	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)
308.175263	C14H28O5P	Tetradecanoyl-phosphate (n-C14:0)
134.021525	C4H4O5	D-Malate
212.008593	C5H7O7P	"3-hydroxy-5-phosphonooxypentane-2,4-dione"
192.06339	C7H12O6	Quinate
154.012224	C4H10O2S2	2-hydroxyethyldisulfide
827.933198	C19H22N8O15P2S2Mo	Molybdopterin cytosine dinucleotide
62.000395	CHO3	Bicarbonate
165.078979	C9H11NO2	L-Phenylalanine
718.302119	C29H44N6O15	"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide"
846.665498	C55H89O4P	Undecaprenyl phosphate
457.170983	C20H21N7O6	"5,10-Methylenetetrahydrofolate"
382.131031	C15H25O7P2	Farnesyl diphosphate
148.07356	C6H11O4	(R)-Pantoate
119.988117	C3H3O3S	Mercaptopyruvate
1479.832505	C77H125N1O22P2	Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate
194.042655	C6H9O7	D-Glucuronate
3558.550803	C157H255N3O82P2	(O16 antigen)x3 undecaprenyl diphosphate
704.55323	C50H72O2	2-Demethylmenaquinol 8
778.572388	C42H82O10P1	"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)"
76.05243	C3H8O2	"(S)-Propane-1,2-diol"
1005.545598	C48H83N3O15P2	"CDP-1,2-dioctadec-11-enoylglycerol"
113.047679	C5H6NO2	1-Pyrroline-5-carboxylate
453.285542	C21H44NO7P1	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)
690.350921	C30H57O13P2	"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)"
504.135646	C16H27N2O14P	Diacetylchitobiose-6-phosphate
512.311423	C24H48O9P1	1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)
308.158353	C12H25N2O7	Psicoselysine
73.016379	C2H2NO2	Dehydroglycine
188.032959	C8H13OS2	Lipoate (protein bound)
158.05791	C7H8O4	2-Isopropylmaleate
306.025306	C9H10N2O8P	"2',3'-Cyclic UMP"
324.024638	C10H9O10P	5-O-(1-Carboxyvinyl)-3-phosphoshikimate
220.024911	C6H7N2O5P	3-(Imidazol-4-yl)-2-oxopropyl phosphate
176.068475	C7H10O5	3-Carboxy-2-hydroxy-4-methylpentanoate
563.055363	C15H21N3O16P2	Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose
607.081578	C17H25N3O17P2	UDP-N-acetyl-D-glucosamine
750.139822	C23H33N4O20P2	UDP-N-acetylmuramoyl-L-alanine
436.258993	C21H40O7P1	2-octadec-11-enoyl-sn-glycerol 3-phosphate
147.053159	C5H8NO4	D-Glutamate
682.532495	C47H69O3	3-Octaprenyl-4-hydroxybenzoate
1005.344884	C37H62N7O17P3S	Palmitoyl-CoA (n-C16:0CoA)
172.037175	C7H7O5	3-Dehydroshikimate
347.063088	C10H12N5O7P	3  AMP C10H12N5O7P
3193.51715	C139H241N2O70P4	Kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA
708.105441	C20H23N10O15P2	5-Phosphoguanylyl(3->5)guanosine
168.028341	C5H4N4O3	Urate C5H4N4O3
566.055029	C15H22N2O17P2	"UDP-D-galacto-1,4-furanose"
3663.68071	C157H271N2O84P4	Galactosyl-glucosyl-inner core oligosaccharide lipid A
132.04226	C5H7O4	(S)-2-Acetolactate
103.026944	C3H5NO3	2-Aminomalonate semialdehyde
387.023273	C9H12N3O10P2	DCDP C9H12N3O10P2
184.013678	C4H7O6P	"3,4-dihydroxy-2-butanone 4-phosphate"
560.353364	C25H46N6O8	Ferroxamine minus Fe(3)
143.84195	SFe2	[2Fe-1S] desulfurated iron-sulfur cluster
853.115614	C24H33N7O19P3S	Malonyl CoA C24H33N7O19P3S
199.024577	C4H8NO6P	O-Phospho-L-homoserine
935.230249	C31H48N7O18P3S	3-Oxodecanoyl-CoA
458.120269	C17H21N4O9P	Reduced FMN
1193.341437	C41H61N9O28P2	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine"
334.066503	C9H18O11P	Sn-Glycero-3-phospho-1-inositol
935.157479	C29H39N7O20P3S	"3-oxo-5,6-dehydrosuberyl-CoA"
329.052523	C10H11N5O6P	"2',3'-Cyclic AMP"
428.013437	C10H11N4O11P2	IDP C10H11N4O11P2
387.000328	C10H16N3O6SSe	Glutathiolselenolate
494.995754	C9H12N5O13P3	"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate"
977.723742	C60H100N1O7P1	Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose
111.008532	CH5NO3P	Aminomethylphosphonate
182.05791	C9H9O4	"Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol"
261.040227	C9H10NO6P	Phosphotyrosine
787.536337	C42H77N1O10P1	"Phosphatidylserine (dioctadec-11-enoyl, n-C18:1)"
621.060843	C17H22N3O18P2	UDP-N-acetyl-D-mannosaminouronate
354.147411	C14H24N6O3S	S-Adenosylmethioninamine
865.188384	C27H42N7O17P3S	Hexanoyl-CoA (n-C6:0CoA)
454.233173	C20H38O9P1	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)
482.264473	C22H42O9P1	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)
226.04774	C10H8O6	Prephenate
577.082246	C15H21N5O15P2	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide
148.037175	C5H7O5	2-dehydro-3-deoxy-D-arabinonate
299.007228	C6H8N3O7P2	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate
290.040288	C7H13O10P	Sedoheptulose 7-phosphate
577.082246	C15H21N5O15P2	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide
2977.255821	C120H186N24O63	"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)"
336.048447	C11H12NO9P	Nicotinate D-ribonucleotide
1824.752421	C74H112N14O39	"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
747.577807	C41H82N1O8P1	"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)"
318.035203	C8H12O11P	3-Deoxy-D-manno-octulosonate 8-phosphate
802.572388	C44H82O10P1	"Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)"
718.56888	C51H74O2	Menaquinol 8
398.113432	C15H19N5O6S	S-Adenosyl-4-methylthio-2-oxobutanoate
408.227693	C19H36O7P1	2-hexadec-9-enoyl-sn-glycerol 3-phosphate
901.151999	C29H38N7O18P3S	2-oxepin-2(3H)-ylideneacetyl-CoA
867.131264	C25H35N7O19P3S	(S)-Methylmalonyl-CoA
106.02661	C3H5O4	(R)-Glycerate
187.168462	C9H23N3O	N1-Acetylspermidine
178.04774	C6H9O6	2-Dehydro-3-deoxy-D-galactonate
456.163158	C20H20N7O6	"5,10-Methenyltetrahydrofolate"
262.045373	C6H13O9P	D-Mannitol 1-phosphate
389.951824	C5H8O14P3	5-Phospho-alpha-D-ribose 1-diphosphate
214.04774	C9H8O6	"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate"
260.029723	C6H11O9P	D-Allose 6-phosphate
260.029723	C6H11O9P	Allulose 6-phosphate
141.090212	C6H12N3O	L-Histidinol
963.261549	C33H52N7O18P3S	3-Oxododecanoyl-CoA
602.957002	C10H11N5O17P4	"Guanosine 3',5'-bis(diphosphate)"
110.003767	C2H5O3S	Ethanesulfonate
726.55871	C49H74O4	Ubiquinone-8
1033.376184	C39H66N7O17P3S	Stearoyl-CoA (n-C18:0CoA)
684.548145	C47H72O3	"2-Octaprenyl-6-methoxy-1,4-benzoquinol"
1895.789535	C77H117N15O40	"Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)"
612.151968	C20H30N6O12S2	Oxidized glutathione
61.052764	C2H8NO	Ethanolamine
101.084064	C5H12NO	Betaine aldehyde
481.316842	C23H48NO7P1	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)
314.051521	C8H13N2O9P	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide
454.233173	C20H38O9P1	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)
947.266634	C33H52N7O17P3S	Trans-Dodec-2-enoyl-CoA
131.021859	C4H3NO4	Iminoaspartate
763.101677	C21H28N7O18P3	(R)-NADPHX
1330.986617	C30H32N15O20P3S4W	Tungsten bispterin cofactor mono-guanine dinucleotide
254.019158	C7H8O8P	Shikimate 5-phosphate
132.005875	C4H2O5	Oxaloacetate
975.297934	C35H56N7O17P3S	Trans-Tetradec-2-enoyl-CoA
191.061616	C7H12NO3S	N-Acetylmethionine
683.135344	C21H29N7O15P2	"Adenosine 5'-(3-{5-[(2S)-5-carbamoyl-2-hydroxy-3,4-dihydropyridin-1-yl]-5-deoxy-?-D-ribofuranosyl} dihydrogen diphosphate)"
422.082548	C12H21O14P	"Alpha,alpha'-Trehalose 6-phosphate"
148.07356	C6H11O4	"(R)-2,3-Dihydroxy-3-methylpentanoate"
194.042655	C6H9O7	D-Tagaturonate
854.285801	C40H38N4O17	Hydroxymethylbilane
62.995644	NO3	Nitrate
366.057669	C10H13N4O9P	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
230.019158	C5H9O8P	D-Arabinose 5-phosphate
548.080849	C16H24N2O15P2	DTDP-L-rhamnose
196.058305	C6H11O7	D-Mannonate
194.042655	C6H9O7	3-Dehydro-L-gulonate
238.06887	C8H13O8	3-Deoxy-D-manno-2-octulosonate
110.03678	C6H6O2	Hydroquinone
1404.853969	C68H126N2O23P2	"2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate"
250.062345	C8H13N2O5S	Gamma-L-Glutamyl-L-cysteine
668.55323	C47H72O2	2-Octaprenyl-6-methoxyphenol
262.045373	C6H13O9P	D-Sorbitol 6-phosphate
862.290886	C42H39N4O16	Sirohydrochlorin
568.304956	C34H38N4O4	Protoporphyrinogen IX
916.01461	C20H24N10O22P5	"P1,P5-Bis(5'-adenosyl) pentaphosphate"
290.040288	C7H13O10P	D-Glycero-D-manno-heptose 1-phosphate
669.144222	C30H27N3O15	Enterochelin
2799.160463	C114H172N22O59	Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)
323.051855	C9H12N3O8P	3  CMP C9H12N3O8P
687.483907	C37H70N1O8P1	"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)"
607.081578	C17H25N3O17P2	UDP-N-acetyl-D-galactosamine
795.110134	C22H32N7O17P3S	Formyl-CoA(4-)
425.254242	C19H40NO7P1	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)
